 0.0956   2.1606  -1 
 2.6874   1.1537   1 
 2.1384   4.8730  -1 
 0.2824  -1.6614   1 
-1.6043   2.8349  -1 
-1.7686  -3.7940   1 
 3.2805  -0.9285   1 
-0.6415  -2.6462   1 
 1.7791   3.1289  -1 
 3.5691   4.7686  -1 
 2.7994   2.2314   1 
 2.1451   3.8723  -1 
 0.7956  -0.2320   1 
-1.3132  -0.2783   1 
 0.5777  -0.6814   1 
-4.0224   0.5558  -1 
-4.7873   4.6966  -1 
-2.8441  -0.0119  -1 
-0.0297  -2.6414   1 
 2.0395   4.9247  -1 
 1.0360   3.2253  -1 
-4.9786  -4.7734   1 
 5.0848   2.4194   1 
-1.0804  -2.7011   1 
-3.5209   1.8105  -1 
 4.1308   1.7341   1 
-1.4251   3.0883  -1 
 3.3589   0.7322   1 
 4.3300  -0.8083   1 
 3.6243   0.1292   1 
 3.8742   2.0157   1 
-3.5951   1.1597  -1 
-1.0525  -4.7991   1 
-3.3560   4.2450  -1 
 3.2326   1.9900   1 
-3.6354  -1.2479   1 
 1.6212  -4.3252   1 
-4.3995   1.4112  -1 
 2.5492  -1.4911   1 
-2.0519   3.4083  -1 
 0.5549   3.0760  -1 
-1.6586   3.1594  -1 
 3.9688  -0.3693   1 
-4.1422  -4.8238   1 
-3.1362   3.2196  -1 
-3.2012  -1.5035   1 
 0.5637   0.3585   1 
-0.7201  -4.9091   1 
-0.0937   0.0633   1 
-2.6722  -3.1844   1 
 3.4943   5.0893  -1 
-4.2869  -2.9846   1 
 3.1270   5.0303  -1 
 0.7734   4.5520  -1 
-2.2837   4.5961  -1 
-0.7623  -0.4927   1 
 2.7737   1.6506   1 
 4.6237  -2.0563   1 
 2.9174   1.0766   1 
-3.8425   2.6129  -1 
-2.8752  -0.1619  -1 
-3.9348  -4.1787   1 
 0.6459  -1.8752   1 
-4.1334   0.7620  -1 
-2.5891   3.1289  -1 
-1.6938   3.7861  -1 
-2.1549  -2.8007   1 
-0.1254   2.9447  -1 
-1.5377   3.2019  -1 
 3.8749  -3.9342   1 
-1.8501   0.5882  -1 
 3.3084  -2.9738   1 
 2.6208   1.6776   1 
 2.7528  -2.6037   1 
-4.7287   0.0804  -1 
-2.2859   3.7014  -1 
 3.3801  -3.1562   1 
 1.4163   5.1165  -1 
-1.1441   3.3145  -1 
-4.0591   1.8362  -1 
 1.5016  -2.3382   1 
 1.6021   0.9022   1 
-0.7119   4.2643  -1 
-4.0277  -4.5882   1 
 1.6449   2.6960  -1 
 1.1619   0.1711   1 
-3.8511   1.7924  -1 
-1.9856   3.8229  -1 
-0.0944  -4.0668   1 
-3.7870   4.0563  -1 
-3.2057   3.9113  -1 
 2.1029  -3.6878   1 
 3.8286   1.0595   1 
-5.0185  -0.5504  -1 
-4.5501  -3.0281   1 
 1.7575  -3.2640   1 
 1.7677  -3.2875   1 
-4.8295   4.4867  -1 
 0.0341   1.6805  -1 
-4.1594   4.6516  -1 
 2.2082   1.1388   1 
-0.0734  -3.4394   1 
 0.1147   3.3972  -1 
 5.1556  -2.9951   1 
 1.8032   1.3027   1 
-2.4061   3.2758  -1 
-1.7658  -4.4702   1 
-2.6132  -2.4515   1 
 3.3849  -4.9183   1 
-3.7953  -4.4594   1 
 3.1127   0.5140   1 
-1.5241   2.0591  -1 
-3.7220   1.3884  -1 
-0.8552   1.0756  -1 
 5.0296   3.8698   1 
-4.2831  -1.1591  -1 
-1.2761  -4.7433   1 
 2.4324  -1.7490   1 
 3.3084  -3.5374   1 
-1.9554  -4.2792   1 
-2.3249  -5.0775   1 
 3.6909   3.4940  -1 
 3.9218   2.4727   1 
 4.0820   1.5774   1 
 4.2092  -0.4946   1 
 2.0271  -1.0978   1 
-2.3899  -0.4565   1 
 2.6706   3.9722  -1 
-4.0753  -4.4521   1 
-0.7924   1.4629  -1 
 1.6541   1.3129   1 
-4.5184  -5.1524   1 
-4.2640   1.2228  -1 
 2.1356   3.6595  -1 
-0.9773   0.9450  -1 
 0.1416   2.7195  -1 
-3.9193   2.7195  -1 
-4.5507   3.7160  -1 
 3.5285   4.2954  -1 
 2.6941  -3.7394   1 
-1.2536   1.0515  -1 
-1.4420   0.7658  -1 
 1.5729  -3.1721   1 
 4.8958   2.2336   1 
 4.0287   3.0030   1 
-0.7315  -3.4832   1 
-0.8841   0.1625   1 
 0.0595   1.2802  -1 
 1.1930  -2.2133   1 
 3.0281   3.4102  -1 
-2.8038   0.0192  -1 
 2.1629  -3.5130   1 
 1.8035   2.5517  -1 
 0.3249  -3.0788   1 
-0.0709  -5.0287   1 
 3.5076  -5.0836   1 
 1.6034   0.0680   1 
-2.2545  -0.9358   1 
 3.0179  -0.2624   1 
-3.9703  -4.3712   1 
-4.3436  -2.7728   1 
-1.6338   2.1134  -1 
 4.3487   2.9992   1 
 4.3072   4.9881  -1 
 5.1825  -3.4987   1 
 4.2285   2.7433   1 
-4.8990   4.4661  -1 
-4.8501  -3.8933   1 
 1.7636   5.0775  -1 
-0.6687   1.0966  -1 
 4.1175  -3.9196   1 
-3.6551  -0.5041  -1 
-0.8679  -1.4734   1 
-3.7261  -4.0487   1 
-1.9193   1.6782  -1 
-1.5463   2.7525  -1 
 0.7601  -5.1127   1 
 1.0601  -3.2206   1 
 1.2288  -1.5618   1 
 3.4064   2.2393   1 
 0.7141   0.1492   1 
-0.0141   0.7271   1 
-1.8714   0.7093  -1 
 1.6453  -1.0985   1 
-3.8029   1.7953  -1 
-0.2114  -3.1200   1 
 4.0290   4.8438  -1 
 2.5317   0.5831   1 
 1.3925   0.0217   1 
-3.6529  -2.1968   1 
 1.4090   2.8758  -1 
 3.6960  -0.3440   1 
 0.2520   3.8819  -1 
-3.3547   4.8346  -1 
 3.2571  -1.2808   1 
 4.5057   2.7452   1 
 0.4613   0.6529   1 
-0.9948   2.7769  -1 
 2.9478   1.2203   1 
-1.3449  -3.7816   1 
 4.1451   0.3097   1 
-4.2815   4.5184  -1 
 2.1483  -1.8194   1 
 0.5831  -0.6193   1 
-4.7008   4.8257  -1 
 4.5920  -0.0163   1 
 3.6091   2.9862   1 
-1.2472   2.5555  -1 
 0.7233   2.8574  -1 
-2.0081  -2.7448   1 
-0.3107  -0.8597   1 
 5.0204  -0.0718   1 
 0.5523  -0.3595   1 
 1.4648  -1.5622   1 
 4.8270   3.8777   1 
-0.4147   0.4673   1 
 4.1445  -4.4267   1 
-3.6154   1.7096  -1 
 2.2171   3.4464  -1 
-4.0154   0.6608  -1 
-3.0553  -3.5247   1 
 0.7636  -2.7623   1 
 3.8051   2.0544   1 
 3.2396   2.8267   1 
-4.1698   1.5720  -1 
-0.7471  -3.1533   1 
 4.0369  -0.6472   1 
 0.6779  -0.9678   1 
-4.5894   0.2818  -1 
-0.0712  -4.6532   1 
 2.9323   0.3570   1 
-0.4001   1.0503  -1 
 0.0297  -4.3087   1 
-2.8524  -1.1689   1 
 4.3382  -0.1001   1 
-3.6139   4.3509  -1 
-3.3126   2.6440  -1 
-1.9459  -2.8907   1 
 5.0902   4.7559  -1 
-0.3408   0.1572   1 
 2.0106   0.3684   1 
-1.5720   4.9944  -1 
-4.1359  -0.0950  -1 
-3.6148   4.3925  -1 
-3.7981  -4.4787   1 
 1.3976  -4.2339   1 
 4.8990   4.4350  -1 
 2.4150  -0.4153   1 
 3.7867  -1.8038   1 
-4.1156  -2.9824   1 
-2.4794  -1.1676   1 
 0.0075  -2.4109   1 
-1.0179   4.4264  -1 
-1.2992  -4.4607   1 
-4.7880   4.2685  -1 
 1.3627   4.8790  -1 
-0.5653  -4.4242   1 
 4.4128   4.5869  -1 
-1.4810   2.0950  -1 
-0.8654   4.7220  -1 
-5.0262  -3.8105   1 
-1.1394   2.5393  -1 
 4.7918  -5.0572   1 
 1.3855  -2.1819   1 
 2.3760   3.2329  -1 
 5.1524   2.7667   1 
-3.9532   1.5656  -1 
-4.9117  -2.5304   1 
-3.2840   4.9707  -1 
-4.1448  -5.1146   1 
 0.8755  -4.1752   1 
 4.4645   0.0658   1 
-0.0918  -4.0550   1 
 3.9453  -3.5615   1 
 1.7639  -2.3360   1 
 5.1232   3.6364   1 
 4.2631  -1.5476   1 
-3.9754  -3.2482   1 
-0.4007   4.2992  -1 
-4.6123   1.7214  -1 
 1.2710  -3.0189   1 
-3.7382   0.8168  -1 
-3.6640   0.6529  -1 
-3.8248   4.5225  -1 
 1.2897   3.8530  -1 
 3.7797  -3.4705   1 
-0.2555  -2.9335   1 
 0.2095   4.1914  -1 
 2.5710  -3.7385   1 
 4.8733   1.1749   1 
-1.7160   0.7623  -1 
-4.7169  -1.4194  -1 
 3.1549  -5.0956   1 
-3.0785   0.0845  -1 
-0.3744   4.1911  -1 
 3.6706   3.6183  -1 
